,Unnamed: 0,Nodes Complet,Edges Complet,Diameter Complet,Density Complet,Cluster biconected Complet,Max degree Complet,Mean degree Complet,Sd degree Complet,Var degree Complet,Mean indegree Complet,Mean outdegree Complet,Mean betweenness Complet,Sd betweenness Complet,var betweenness Complet,Mean closeness Complet,Sd closeness Complet,Var closeness Complet,Nodes Cluster,Edges Cluster,Diameter Cluster,Density Cluster,Cluster biconected Cluster,Max degree Cluster,Mean degree Cluster,Sd degree Cluster,Var degree Cluster,Mean indegree Cluster,Mean outdegree Cluster,Mean betweenness Cluster,Sd betweenness Cluster,var betweenness Cluster,Mean closeness Cluster,Sd closeness Cluster,Var closeness Cluster
39,unique_2.0\0b6074a5da6b55553fc9957a51801d5d57548d22.txt,786,2514,5,0.004074488257888851,17,71,6.3969465648854955,11.016845969843443,121.3708951232557,3.1984732824427478,3.1984732824427478,9.814249363867683,70.41982436750345,4958.9516639500325,0.27675790474677897,0.039928241334733584,0.001594264456084728,749,2450,5,0.004373032135539008,1,71,6.542056074766355,11.21436276078767,125.76193213054123,3.2710280373831777,3.2710280373831777,9.937249666221627,70.09535520130778,4913.358820797506,0.2912754195187582,0.036264256943017326,0.0013150963316291805
40,unique_2.0\0b65b54e23053fb7605c5947a96184d46addef8d.txt,7,6,1,0.14285714285714285,6,2,1.7142857142857142,0.4879500364742666,0.2380952380952381,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.3920722135007849,0.08612632668082518,0.007417744147532219,2,1,1,0.5,1,1,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
41,unique_2.0\0b8ec9ded68fd042c115fae177be24d4003d78f4.txt,333,703,2,0.006358768406961178,2,44,4.222222222222221,5.4633377071416485,29.848058902275767,2.1111111111111107,2.1111111111111107,0.32432432432432434,3.1140339994801916,9.697207749918595,0.25985131681699875,0.02380624106899784,0.0005667371138352394,332,702,2,0.0063880901248498535,1,44,4.2289156626506035,5.469111950546354,29.911185527608925,2.1144578313253013,2.1144578313253013,0.3253012048192771,3.1186833294847034,9.726185709605796,0.2602322235663545,0.0237176448775853,0.0005625266785392482
42,unique_2.0\0ba808acf064126a08ba32ec161ca6f162abff06.txt,1210,3218,6,0.0021997552789341647,19,66,5.319008264462809,6.945067622146888,48.23396427619303,2.6595041322314046,2.6595041322314046,5.803305785123968,36.821369110076496,1355.8132231404961,0.2392499273461771,0.030743935621775208,0.0009451895775158584,1178,3176,6,0.002290650022430484,1,66,5.392190152801359,7.0004738369428345,49.00663394172114,2.6960950764006792,2.6960950764006792,5.957555178268253,37.29827507405003,1391.1613234995016,0.24277762145398715,0.029958034440876687,0.0008974838275607539
43,unique_2.0\0bade6b1aae0222f629e9030dbe4b70d4919ae54.txt,43,76,1,0.04208194905869325,7,17,3.5348837209302326,3.699091504997914,13.68327796234773,1.7674418604651163,1.7674418604651163,0.0,0.0,0.0,0.3391109060776391,0.056817746510301616,0.0032282563185088912,37,70,1,0.05255255255255256,1,17,3.783783783783784,3.8451638827604318,14.785285285285285,1.891891891891892,1.891891891891892,0.0,0.0,0.0,0.4032356544416468,0.046676292868020657,0.0021786763159012358
44,unique_2.0\0bb465df9bffd43b6ffde10707de9f3625d6b665.txt,151,372,3,0.01642384105960265,3,29,4.927152317880795,5.706253105437162,32.56132450331125,2.463576158940397,2.463576158940397,2.3708609271523184,14.64085066575116,214.3545082168261,0.3274988208566481,0.049324607285987976,0.0024329168839169377,145,364,3,0.017432950191570883,1,29,5.020689655172414,5.764437147908191,33.228735632183906,2.510344827586207,2.510344827586207,2.46896551724138,14.934592299347258,223.04204714772249,0.33453832010315304,0.04908494751012594,0.002409332072071819
45,unique_2.0\0bb67033b723c4d66b08b953c4553db976bdc472.txt,2963,7914,3,0.0009017358586191203,28,86,5.341883226459669,7.839775320343222,61.46207707346265,2.6709416132298345,2.6709416132298345,0.2315221059736753,3.1233193095735583,9.755123509555052,0.20660286406528905,0.025990895867656245,0.0006755266680033505,2839,7677,3,0.0009528263458160162,1,86,5.408242338851708,7.938670998766952,63.02249722666347,2.704121169425854,2.704121169425854,0.2384642479746389,3.186202841899048,10.151888549725571,0.2149937717681833,0.022435128202801743,0.0005033349774761503
46,unique_2.0\0bc0999e912c1ce08dc38bf733363aee8f7aff4e.txt,372,617,2,0.004470625742689042,47,49,3.3172043010752685,4.6187739159273065,21.33307248645045,1.6586021505376345,1.6586021505376345,0.21505376344086025,1.5543137944973575,2.4158913717647743,0.1165710719801278,0.02039306927486106,0.0004158772744492824,288,506,2,0.00612175764614789,1,49,3.513888888888889,5.061277621837362,25.616531165311656,1.7569444444444444,1.7569444444444444,0.2534722222222222,1.5505383214657162,2.4041690863337206,0.13203733498500786,0.022915205431975942,0.0005251066399896598
47,unique_2.0\0bd33c56c2ef47f7623d361a0c905576e77124e3.txt,360,879,3,0.0068012999071494894,2,51,4.883333333333334,5.782766636493716,33.44038997214485,2.441666666666667,2.441666666666667,3.355555555555556,19.327080120860032,373.5360259981431,0.2867854093607308,0.037886132089142925,0.001435359004675985,359,878,3,0.0068315152269650325,1,51,4.891364902506964,5.783999126659727,33.45464589720048,2.445682451253482,2.445682451253482,3.3231197771587744,19.345683807610982,374.25548198406153,0.28693670047376296,0.037915416204515696,0.0014375787859616516
48,unique_2.0\0bdaad2cd90c3f61cdc2b6e047fbf30e7e91f27f.txt,154,292,3,0.012392835922247688,24,28,3.7922077922077917,4.286588485664221,18.374840845429077,1.8961038961038958,1.8961038961038958,1.1428571428571428,9.64766799106048,93.07749766573295,0.21811662257216413,0.044981482898883145,0.0020233338037825167,124,258,2,0.016915814319433516,1,28,4.161290322580645,4.637049624043347,21.502229215840543,2.0806451612903225,2.0806451612903225,1.0403225806451613,8.788757779671133,77.24226330972986,0.27902849837355104,0.03749667755741814,0.0014060008278449852
49,unique_2.0\0be3387c60078fb939a139b51ca2a406b51c9656.txt,454,814,3,0.00395795042351042,44,42,3.5859030837004404,4.107858666631993,16.874502825023587,1.7929515418502202,1.7929515418502202,2.0506607929515424,19.77449216544488,391.03054040124084,0.22189066068780375,0.0328925942519847,0.0010819227566256973,406,763,3,0.004640272456364411,1,39,3.7586206896551726,4.107910113453416,16.874925500212857,1.8793103448275863,1.8793103448275863,1.9334975369458127,17.25463171075107,297.7223154736564,0.22967409834977334,0.03256846486408619,0.0010607049036032163
50,unique_2.0\0be6ba74881da815affae7137e951f04aa678850.txt,448,1130,4,0.005642777245126239,14,41,5.044642857142857,6.132231774715492,37.604266538830295,2.5223214285714284,2.5223214285714284,6.522321428571429,34.72209147045037,1205.6236360823225,0.2844415063536386,0.03359578992762723,0.0011286771008612593,435,1117,4,0.005916626939986228,1,41,5.135632183908046,6.160861620038706,37.956215901265956,2.567816091954023,2.567816091954023,6.5793103448275865,34.32546325490248,1178.2374276636604,0.2881301336688305,0.03275392509303559,0.0010728196090001862
51,unique_2.0\0bf5a5ebd64b8cdb48276b56134ff21990b24b81.txt,2067,5381,6,0.0012600628228310925,55,63,5.206579583938074,6.74493070977029,45.494090279602354,2.603289791969037,2.603289791969037,6.858732462506048,75.44028092163227,5691.235985534792,0.18350590191875712,0.033121011318916566,0.001097001390787799,1904,5129,6,0.0014155557125635331,1,63,5.387605042016807,6.948120470759777,48.276378076191065,2.693802521008404,2.693802521008404,7.414390756302521,78.57652833389507,6174.270805007413,0.20228079886645006,0.029528097740861705,0.0008719085561938821
52,unique_2.0\0bf613f49eaee090419bb7d8401e36a16db6c972.txt,36,64,1,0.0507936507936508,3,32,3.555555555555556,6.411794687223781,41.111111111111114,1.7777777777777777,1.7777777777777777,0.0,0.0,0.0,0.5079796335988287,0.08486200172307448,0.0072015593364470965,29,54,1,0.0665024630541872,1,27,3.724137931034482,6.447017869439094,41.56403940886699,1.862068965517241,1.862068965517241,0.0,0.0,0.0,0.549346016646849,0.11527235015599915,0.013287714710487276
53,unique_2.0\0bfaff331e6d283e7dc4a841b5152b0424a120bf.txt,617,1829,4,0.004812246100738807,17,66,5.928687196110211,9.81491561685356,96.33256856595592,2.9643435980551054,2.9643435980551054,6.437601296596434,50.912114957716724,2592.043449467762,0.2735922199301195,0.04080022638510257,0.0016646584730756204,580,1765,4,0.00525579179322256,1,66,6.086206896551723,10.03548881090866,100.71103567387293,3.0431034482758617,3.0431034482758617,6.4,49.798921822277364,2479.932614661293,0.2925039805904117,0.0363476471213804,0.0013211514512603926
54,unique_2.0\0c017624e6f5ab59a9872c657d094064f0875f6d.txt,3,2,1,0.3333333333333333,2,2,1.3333333333333333,0.5773502691896257,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.7777777777777778,0.1924500897298753,0.03703703703703705,2,1,1,0.5,1,1,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0
55,unique_2.0\0c13cf8f506a06bf83f599165f2b437180e52277.txt,355,986,5,0.007845945730882469,3,67,5.5549295774647875,7.514520571262722,56.468019415930605,2.7774647887323938,2.7774647887323938,8.278873239436619,47.92170111583503,2296.4894378354247,0.31171705625754864,0.037801658100500436,0.0014289653551471304,353,984,5,0.007919134689672933,1,67,5.575070821529745,7.529159342642568,56.68824040690188,2.7875354107648724,2.7875354107648724,8.325779036827196,48.053574648723895,2309.146036520481,0.31275028975143737,0.037582888046766086,0.0014124734739357535
56,unique_2.0\0c150e8c50a0bffdf34846e945101f388877ca4a.txt,1454,4629,5,0.0021910745779495254,38,166,6.36726272352132,11.338618443514084,128.5642682075978,3.18363136176066,3.18363136176066,11.113480055020633,199.27375565812352,39710.0296940935,0.2529281464832724,0.03784105226622396,0.0014319452366150936,1401,4563,5,0.0023263995105536864,1,166,6.5139186295503215,11.4955885509779,132.14855613337414,3.2569593147751608,3.2569593147751608,10.92790863668808,199.23131458580662,39693.116711588664,0.2600127595615085,0.03658771896284308,0.0013386611789039874
57,unique_2.0\0c168428ec575c28d07378d819ad428951ff4b99.txt,137,208,2,0.0111635895234006,46,18,3.036496350364964,2.7235594117756783,7.417775869471876,1.5182481751824817,1.5182481751824817,0.1386861313868613,1.0858886422691731,1.1791541434091883,0.14182497835444968,0.029700542512900788,0.000882122225560627,38,61,2,0.043385490753911814,1,8,3.2105263157894735,1.8622551678273236,3.4679943100995727,1.6052631578947367,1.6052631578947367,0.42105263157894735,1.825222369975164,3.3314366998577527,0.2952283265764981,0.04592987288073679,0.0021095532228406406
58,unique_2.0\0c27205e81c7779a5584841d8c4b6d1102d55aad.txt,813,2743,5,0.004155078496597775,7,75,6.7478474784747835,9.623280265600943,92.60752307030458,3.3739237392373918,3.3739237392373918,20.37392373923739,107.78355309149431,11617.294317026972,0.28182617525284764,0.037658867913820816,0.0014181903325506029,807,2737,5,0.004207907853428899,1,75,6.7831474597273855,9.646033834755917,93.04596874125595,3.3915737298636928,3.3915737298636928,20.516728624535318,108.1521048137428,11696.87777564281,0.28287852997996205,0.037543512195950535,0.001409515308007486
59,unique_2.0\0c332699ed9c043c3fb012e8290058a5ee9c429c.txt,135,256,3,0.014151464897733557,10,39,3.7925925925925927,5.423960518469403,29.419347705914873,1.8962962962962964,1.8962962962962964,0.4222222222222222,3.5523098784645484,12.618905472636815,0.21221454271291768,0.04336102443896332,0.0018801784403963738,66,130,3,0.030303030303030307,1,20,3.939393939393939,4.064399994998932,16.519347319347318,1.9696969696969695,1.9696969696969695,0.7878787878787878,4.562439130098157,20.815850815850816,0.352088103389448,0.052724668200845315,0.002779890636889228
60,unique_2.0\0c3dc444644fffbca6ca9441f16cc7410a793a8c.txt,9,12,1,0.16666666666666666,3,6,2.6666666666666665,1.6583123951777,2.75,1.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.5483405483405484,0.11142961415200812,0.012416558910065406,7,10,1,0.2380952380952381,1,5,2.8571428571428568,1.4638501094227998,2.142857142857143,1.4285714285714286,1.4285714285714286,0.0,0.0,0.0,0.6734693877551021,0.12547286652195425,0.01574344023323615
61,unique_2.0\0c45e65c4f38e2de1947f23dec41277114ec0428.txt,172,304,3,0.0103359173126615,10,26,3.5348837209302326,3.723475941350409,13.864273085815315,1.7674418604651163,1.7674418604651163,1.0581395348837208,8.20690716246983,67.35332517339862,0.2447453911322077,0.04136132404177779,0.0017107591264889455,159,289,3,0.01150386115755115,1,26,3.635220125786164,3.8276498782514654,14.650903590478466,1.8176100628930816,1.8176100628930816,1.1446540880503144,8.532021944154677,72.79539845553698,0.2613008007967264,0.038851480062619535,0.0015094375030561232
62,unique_2.0\0c4edf691c87e58503d9a07f3dfa3787f5efce0f.txt,41,81,1,0.049390243902439034,2,12,3.9512195121951224,2.9064688155233593,8.447560975609756,1.9756097560975612,1.9756097560975612,0.0,0.0,0.0,0.3572538147356585,0.044613166876255834,0.0019903346587286505,40,80,1,0.05128205128205128,1,12,4.0,2.9088723694136984,8.461538461538463,2.0,2.0,0.0,0.0,0.0,0.3625250937506617,0.0440845267955892,0.0019434455027910215
63,unique_2.0\0c54dc0264236024ede15c309e74f2d66a45a94c.txt,194,458,4,0.012232252550611613,9,43,4.721649484536083,6.080193390777009,36.96875166924843,2.3608247422680413,2.3608247422680413,1.6701030927835052,10.202074003797176,104.08231397895412,0.3059123957597715,0.04270696051637165,0.0018238844765469274,186,450,4,0.013077593722755014,1,43,4.838709677419356,6.157904737692883,37.91979075850044,2.419354838709677,2.419354838709677,1.7419354838709675,10.414286679579348,108.45736704446385,0.3175759458468649,0.04000974332102476,0.0016007795606142856
64,unique_2.0\0c63c6bb2b4a8dc81d9bbffcec01c7d8cc3e3be2.txt,678,2067,6,0.004503209108377668,12,55,6.097345132743362,7.280776901632311,53.0097122913426,3.0486725663716814,3.0486725663716814,9.734513274336283,68.24448990699453,4657.310402665879,0.25662773841679243,0.03951880474287885,0.0015617359283057839,624,1957,6,0.005034057702597029,1,55,6.272435897435898,7.404576032685034,54.82774622381364,3.136217948717949,3.136217948717949,10.524038461538463,71.07946144215003,5052.289838906094,0.27775887851592457,0.0344809157568955,0.001188933551434124
65,unique_2.0\0c76381d5b43763331855066021044fc43fb8bbc.txt,278,439,1,0.0057008544788717756,98,37,3.158273381294964,3.8336511007834266,14.696880762537985,1.579136690647482,1.579136690647482,0.0,0.0,0.0,0.08979538292887418,0.017911700672512302,0.00032082902098167767,123,245,1,0.01632680261228842,1,37,3.9837398373983737,5.2087312256384415,27.13088098094095,1.9918699186991868,1.9918699186991868,0.0,0.0,0.0,0.15727711564954786,0.02673871631695138,0.0007149589502784021
66,unique_2.0\0c7785d2ed39d3142a4e52318a74640df88ba575.txt,85,191,3,0.026750700280112043,2,30,4.494117647058824,5.456807738988072,29.776750700280115,2.247058823529412,2.247058823529412,1.3647058823529412,8.68201076504572,75.37731092436977,0.36532502235734576,0.04454708147430152,0.0019844424678780587,84,190,3,0.02725186460126219,1,30,4.523809523809524,5.420790389344473,29.38496844520941,2.261904761904762,2.261904761904762,0.9404761904761904,5.404931238991061,29.213281698221454,0.3657483333671076,0.04427520927666122,0.001960294156492148
67,unique_2.0\0c7de832aedbe717b3bd6d2bade05783336cf9c5.txt,1298,3122,6,0.0018544632451562395,127,108,4.8104776579352855,7.1860063566911485,51.63868735840561,2.4052388289676427,2.4052388289676427,11.106317411402156,100.85307250168292,10171.342233029709,0.17756331340258658,0.041347840432907616,0.0017096439084651905,1057,2757,6,0.0024700051604025115,1,105,5.216650898770103,7.576965375610628,57.41040430320231,2.6083254493850516,2.6083254493850516,13.128666035950804,106.09899276210275,11256.996265132737,0.23384691501871435,0.03998217102974012,0.0015985740002513898
68,unique_2.0\0c8b369db62031e336b8c9b053f9f1adc8a1f25a.txt,2296,5036,4,0.0009557210418042557,34,83,4.386759581881534,5.174369442235909,26.774099124744748,2.1933797909407664,2.1933797909407664,1.0174216027874563,9.85222629775492,97.06636302217363,0.18877056558600824,0.02392575049685174,0.0005724415368376013,2232,4943,4,0.000992651606798308,1,82,4.429211469534049,5.192779155886059,26.964955361804748,2.2146057347670247,2.2146057347670247,1.0456989247311828,9.99083709990436,99.81682595682535,0.1916425209098826,0.02341480979906483,0.0005482533179263824
69,unique_2.0\0c8fe0b1315d730f1f3bf1e00d81c199e889e209.txt,6511,23772,6,0.0005608374908962996,6,216,7.302104131469821,14.699053551009774,216.062175295453,3.6510520657349104,3.6510520657349104,7.536015972968823,80.08099054158653,6412.965046121672,0.2513561155945805,0.019422624728567973,0.0003772383513467802,6506,23767,6,0.0005615817764622403,1,216,7.306178911773747,14.703788546962349,216.2013976337812,3.6530894558868736,3.6530894558868736,7.541653857977253,80.11148876087509,6417.850631483817,0.25148639242691384,0.019337422044875686,0.00037393589134164415
70,unique_2.0\0c9da3a08bcd081c80d865866bee6d67f500425e.txt,70,127,2,0.02629399585921325,12,19,3.628571428571429,4.226114220873295,17.860041407867495,1.8142857142857145,1.8142857142857145,0.2,1.4506370414707317,2.104347826086957,0.22712641720419602,0.040982760380020015,0.0016795866483661382,42,83,2,0.04819976771196283,1,18,3.952380952380953,4.184479924862773,17.509872241579558,1.9761904761904765,1.9761904761904765,0.2619047619047619,1.6973368495830108,2.8809523809523805,0.4094338608845183,0.055160082548557934,0.003042634706763725
71,unique_2.0\0cb6ea0670dde8cf77b98291b6214c23e92c61e5.txt,163,289,2,0.010944482314625465,13,26,3.5460122699386503,3.8316460924289832,14.681511777626298,1.7730061349693251,1.7730061349693251,0.12269938650306747,0.8803268622405755,0.7749753843823374,0.21778261270258306,0.029262494334826274,0.0008562935746957397,148,272,2,0.012502298216583932,1,23,3.6756756756756763,3.8176393607379935,14.574370288656,1.8378378378378382,1.8378378378378382,0.06756756756756757,0.4311377474871909,0.18587975730832876,0.2255006945511883,0.028352142307251693,0.0008038439734106514
72,unique_2.0\0cd2981fa76348ce6d0f294c3403c9a29f1cb2cb.txt,1258,2578,3,0.0016302979941896132,92,56,4.098569157392687,6.606196160003256,43.64182770444177,2.0492845786963434,2.0492845786963434,0.8418124006359301,7.655065912249357,58.60003412088209,0.11132805738353403,0.0261607715638472,0.0006843859688157961,1079,2333,3,0.002005739527254157,1,56,4.324374420759963,7.0241082963427734,49.338097358751405,2.1621872103799813,2.1621872103799813,0.9666357738646896,8.25641489567806,68.16838692957454,0.1418819194992881,0.025519924336257088,0.0006512665381282867
73,unique_2.0\0cd2ddb5971284c2f6d726001ab362162b3a6d97.txt,155,332,3,0.013908671973188104,24,36,4.283870967741936,4.987978846211715,24.879932970255553,2.141935483870968,2.141935483870968,5.032258064516129,26.96831953564309,727.2902585765488,0.2926232721703612,0.05096728660167345,0.002597664303537122,131,307,3,0.01802701115678215,1,36,4.687022900763359,5.1606260345719965,26.63206106870229,2.3435114503816794,2.3435114503816794,5.633587786259542,28.37097740489592,804.9123589091147,0.3219111332687421,0.05004209349487165,0.002504211121349476
74,unique_2.0\0cda28a9db2c6727c68554b16baf8049a2f16e40.txt,9,9,1,0.125,6,3,2.0,0.7071067811865476,0.5,1.0,1.0,0.0,0.0,0.0,0.37595765431678746,0.08097188484265391,0.006556446134972007,4,4,1,0.3333333333333333,1,2,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
75,unique_2.0\0cf3b4942ed35592e03b3cf85c7372aae466df1a.txt,1860,4263,2,0.0012328862204792725,85,57,4.5838709677419365,6.172084691580218,38.094629440038865,2.2919354838709682,2.2919354838709682,0.16881720430107527,1.775022151634443,3.1507036387929688,0.20125120419836184,0.0239040086490093,0.0005714016294919112,1755,4145,2,0.0013465355540612095,1,57,4.7236467236467234,6.275550676612928,39.38253629473698,2.3618233618233617,2.3618233618233617,0.17606837606837608,1.8085529206881952,3.270863666929801,0.20819732521539366,0.021798971904913218,0.0004751951761111959
76,unique_2.0\0d1d632c72c94ea05f613284764e1118fa328fec.txt,1781,3886,4,0.0012257979042199494,68,59,4.3638405390230215,4.639851274417664,21.528219848715214,2.1819202695115103,2.1819202695115103,0.6333520494104435,5.617650733675698,31.557999765567107,0.15654127061821552,0.01975258038187911,0.00039016443174259553,1700,3795,4,0.001313921684035592,1,58,4.464705882352941,4.679289671128924,21.89575182633383,2.2323529411764707,2.2323529411764707,0.6547058823529411,5.6292545507000975,31.688506796577762,0.1594178032568485,0.019180729539873237,0.00036790038568176566
77,unique_2.0\0d8c54bc730d9e8a63aa398b5648235db6107cab.txt,403,765,3,0.004722047331580312,18,28,3.7965260545905717,4.255904630051126,18.11272422009061,1.8982630272952852,1.8982630272952852,0.5186104218362283,3.1672336839184814,10.031369208547831,0.2171199151179998,0.027215752616327308,0.000740697190473127,378,735,3,0.005157677571470675,1,28,3.888888888888889,4.289687013906346,18.401414677276748,1.9444444444444444,1.9444444444444444,0.544973544973545,3.2433304139980232,10.519192174364589,0.22365031807151795,0.02636037364436903,0.0006948692986707452
78,unique_2.0\0d9fee175e59bccf52b4cb71cb38621210de64ae.txt,1147,3172,5,0.0024131545833960964,5,302,5.530950305143853,12.004494913834224,144.10789813627173,2.7654751525719266,2.7654751525719266,24.882301656495205,402.90547009725776,162332.81783429225,0.28182176912951085,0.04363203941784917,0.001903754863760744,1141,3165,5,0.002433230315051432,1,302,5.5477651183172645,12.032144330662966,144.772497193905,2.7738825591586327,2.7738825591586327,25.011393514461002,403.96039733293856,163184.00261338562,0.2833514031097568,0.04336887762073024,0.0018808595460818762
